WD100,Actual,A,B,C,D,E,F,G,H
Apr Average West 30 Diffuse Radiation Values,N/A,90.06436995827539,66.53589118959594,92.49021700417245,91.30317602244509,90.46878178315428,91.55569067806468,91.3429045435531,91.885347301245
May Average Dry Bulb Temperature Values,20.841991924629877,20.841991924629877,20.836914235784313,20.84199192462991,20.83693040859157,20.83778579327239,20.836579337963485,20.83775210084033,20.83756857984834
May Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.005077688845563699,3.197442310920451e-14,-0.005061516038306735,-0.004206131357488374,-0.005412586666391661,-0.004239823789546904,-0.004423344781535832
May Average Relative Humidity Values,67.1971736204576,67.06951547779273,67.06361341578175,67.07600881887923,67.23606446767873,67.22851614174722,67.2386626712968,67.23025210084033,67.2288682504589
May Average Relative Humidity Absolute Errors,0,-0.1276581426648704,-0.1335602046758595,-0.12116480157837373,0.03889084722112557,0.03134252128961634,0.04148905083918919,0.03307848038272709,0.03169463000129724
May Average Dew Point Temperature Values,13.69057873485868,13.69057873485868,13.694319690307896,13.690977465658724,N/A,13.693553400119814,13.69420297972443,13.69355023613929,13.752141236804782
May Average Dew Point Temperature Absolute Errors,0,0.0,0.0037409554492171537,0.000398730800045044,nan,0.002974665261135101,0.0036242448657510806,0.0029715012806104113,0.0615625019461028
May Average Wind Speed Values,3.503768506056528,3.503768506056528,3.5119954597392833,3.5037685060565162,3.5029323493492814,3.504537996048687,3.503579496658079,3.5036008403362504,3.4144845363907854
May Average Wind Speed Absolute Errors,0,0.0,0.0082269536827555,-1.1546319456101628e-14,-0.0008361567072463494,0.0007694899921593112,-0.00018900939844890274,-0.0001676657202773768,-0.08928396966574237
May Average Wind Direction Values,175.4777927321669,175.4777927321669,175.51955908052358,163.81393001345896,175.43052927027168,175.48694450494622,175.43356297375004,173.4516806722689,179.14037884051893
May Average Wind Direction Absolute Errors,0,0.0,0.04176634835667414,-11.663862718707946,-0.04726346189522701,0.00915177277931889,-0.04422975841686139,-2.026112059897997,3.6625861083520306
May Average Station Pressure Values,980.3149394347241,980.3149394347241,976.7859999999044,980.3149394347241,980.3283440480986,980.3206722689075,980.3223927411223,980.3206722689075,977.509999999948
May Average Station Pressure Absolute Errors,0,0.0,-3.5289394348196765,0.0,0.013404613374518703,0.005732834183390878,0.0074533063981334635,0.005732834183390878,-2.804939434776088
May Average Total Cloud Cover Values,5.928667563930014,0.0,5.9311735448312985,N/A,5.933676243544924,5.932658120639184,5.933908367872744,5.932773109243698,5.933231039327373
May Average Total Cloud Cover Absolute Errors,0,-5.928667563930014,0.0025059809012848433,nan,0.00500867961491025,0.0039905567091702565,0.005240803942729855,0.004105545313684011,0.004563475397358907
May Average Opaque Cloud Cover Values,4.772543741588156,0.0,N/A,N/A,4.779295511413043,4.778691327353986,4.779433180239721,4.77781512605042,N/A
May Average Opaque Cloud Cover Absolute Errors,0,-4.772543741588156,nan,nan,0.0067517698248869,0.006147585765829966,0.006889438651564994,0.0052713844622642725,nan
May Average Total Horizontal Radiation Values,263.68775235531626,261.7678331090175,259.2785222556787,263.5549609460295,262.61249580147745,262.838027944238,263.77128174867374,262.1906887656269,262.80679366791804
May Average Total Horizontal Radiation Absolute Errors,0,-1.9199192462987753,-4.409230099637568,-0.13279140928676725,-1.0752565538388126,-0.8497244110782844,0.08352939335748033,-1.4970635896893896,-0.8809586873982198
May Average Diffuse Horizontal Radiation Values,117.95962314939435,116.48519515477793,85.81126753528713,117.95213384874835,117.38187017089284,117.80541665116654,117.76840015020007,117.38591626127184,117.7817818402279
May Average Diffuse Horizontal Radiation Absolute Errors,0,-1.4744279946164198,-32.14835561410722,-0.007489300646000174,-0.5777529785015076,-0.15420649822780774,-0.19122299919428087,-0.5737068881225014,-0.17784130916645324
May Average Humidity Ratio Values,N/A,0.010515661507402423,0.01055129004167229,0.010461599934051147,N/A,0.010489747022364696,0.010490657168127571,0.010490423249705273,0.010639959543533745
May Average Wet Bulb Temperature Values,N/A,16.40491251682369,16.39906383788154,16.371074380960525,16.77347544207494,16.428607080283285,16.43583233327929,16.435193955153853,16.41483858336978
May Average Sky Temperature Values,N/A,4.894549125168236,12.126127459529505,11.448516621803519,10.980539219276581,11.441402177570247,10.967260595134528,11.458724730958803,12.48202337461403
May Average Horizontal Beam Radiation Values,N/A,145.28263795423956,173.46725783740237,145.60282709728145,145.2333009626347,N/A,146.00288159847366,144.8047725043552,145.02501182769052
May Average South 90 Total Radiation Values,N/A,77.7437537012113,74.45242340103516,77.05816850769851,75.6468207356164,77.70164342891519,77.19658611659212,77.25395585492426,77.0831163231856
May Average South 90 Beam Radiation Values,N/A,25.915947510094213,31.54679216119099,25.655555227955595,25.730921464650788,27.30045116851122,26.694938879494877,26.69036212770837,26.23518276723194
May Average South 90 Diffuse Radiation Values,N/A,51.82781561238224,42.90562896629929,51.402613279742894,49.91723018547699,50.40119230089318,50.501647237097224,50.56359372721591,50.84793355595373
May Average East 90 Total Radiation Values,N/A,130.39810094212652,85.84845504722341,119.59219580621806,118.99957300104356,116.74719720096523,119.0454959256144,119.29898269711775,120.05384007498735
May Average East 90 Beam Radiation Values,N/A,66.86914266487213,42.942824974059015,59.847682955611056,60.1478667636775,60.45291399047092,60.280483433560356,60.16363616673597,60.393157815700526
May Average East 90 Diffuse Radiation Values,N/A,63.52895154777927,42.90562896629929,59.744512850606974,58.85284901937669,56.294283393155624,58.76501249205406,59.135346530382,59.66068225928686
May Average North 90 Total Radiation Values,N/A,51.00311843876177,57.63448212425057,50.53935157472413,49.70348399076562,48.17051303852757,49.27232564827217,49.60677995021372,50.50313300309252
May Average North 90 Beam Radiation Values,N/A,6.185849259757739,14.728854622483043,6.142073067358011,6.445998041496341,5.9213277927208825,5.908474047999393,6.097457712734088,6.478831576287659
May Average North 90 Diffuse Radiation Values,N/A,44.817259757738896,42.90562896629929,44.39727850736606,43.25877660636815,42.249185240859745,43.36385160027278,43.509322237479644,44.02430142680489
May Average West 90 Total Radiation Values,N/A,101.21517765814268,145.17100841380616,109.70300153959622,109.4097153523131,106.81872843632803,109.9114704325853,109.92132378703721,110.518152786111
May Average West 90 Beam Radiation Values,N/A,42.961308209959626,102.26538275212887,49.7883233470255,50.28729560336926,50.553323488944216,50.523018608453015,50.362358714755814,50.542368598932555
May Average West 90 Diffuse Radiation Values,N/A,58.25388829071333,42.90562896629929,59.91467819257063,59.12357606302071,56.26540503625484,59.38845182413228,59.558965072281154,59.97578418717824
May Average 45 East 90 Total Radiation Values,N/A,115.77834858681022,86.0783536068421,109.08335054107667,108.00624674241465,107.98921975559422,109.04204909527307,109.18683207642812,109.2901215250992
May Average 45 East 90 Beam Radiation Values,N/A,55.454227456258415,43.17272098131849,51.347044567469666,51.4712174180985,52.63333689575373,52.24441788492716,52.14800809395155,51.87325873983825
May Average 45 East 90 Diffuse Radiation Values,N/A,60.32413728129206,42.90562896629929,57.73630597360699,56.53650817199323,55.35588292816544,56.797631210345905,57.03882398247659,57.41686278526081
May Average 45 West 90 Total Radiation Values,N/A,96.97162180349933,118.97399193981781,101.47782386153432,100.55024017642684,100.11780238339443,101.76257038589051,101.60134400072404,101.8219738003955
May Average 45 West 90 Beam Radiation Values,N/A,39.71587483176313,76.06836239997094,43.46718108070257,43.72564179065939,44.70163974637526,44.44512329814346,44.21547033036899,44.11176141455239
May Average 45 West 90 Radiation Values,N/A,57.25577388963661,42.90562896629929,58.01064278083172,56.826238427647496,55.41616270803979,57.31744708774704,57.38587367035484,57.710212385843185
May Average East 30 Total Radiation Values,N/A,250.93475639300135,216.27029613644217,245.8056785768507,244.60010639159316,243.8271324983333,245.16609506573883,244.38540446490714,245.1153847381338
May Average East 30 Beam Radiation Values,N/A,137.3205921938089,136.20729670593553,133.89709464800808,133.6104807432634,133.41208871842733,134.04089607874567,133.25490193346948,133.4504511365251
May Average East 30 Diffuse Radiation Values,N/A,113.61418842530283,80.06300024828602,111.9085839288425,110.9916421391246,110.41504330780639,111.12519898699311,111.13050253143678,111.66493360160936
May Average South 30 Total Radiation Values,N/A,247.15349798115747,241.61532040717745,250.3645752088832,249.18342252860006,250.40152027122613,250.9295861744747,249.78891384703664,249.98818464491515
May Average South 30 Beam Radiation Values,N/A,133.5393674293405,161.55231716447932,135.94109705445678,135.82506062810847,136.5836226198613,137.01897840520715,136.07048740680636,135.86664433053411
May Average South 30 Diffuse Radiation Values,N/A,113.61413997308212,80.06300024828602,114.42347815442604,113.36088913482168,113.81789767570355,113.91060776926759,113.71842644023,114.12154031438135
May Average West 30 Total Radiation Values,N/A,225.95409017496635,260.4652516785859,236.4731153090174,235.66357097800977,234.50668985710988,236.4668538695273,235.51839995155896,236.17329458053516
May Average West 30 Beam Radiation Values,N/A,116.55153297442799,180.4022512421557,124.38631123020863,124.40636624339984,124.12330449268316,124.81040475453688,124.06143748320731,124.23616347018884
May Average West 30 Diffuse Radiation Values,N/A,109.40256258411843,80.06300024828602,112.08680407880881,111.25989351160955,110.38338530953317,111.65644911499045,111.45696246835145,111.93713111034711
Jun Average Dry Bulb Temperature Values,24.80201668984701,24.80201668984701,24.796988470620892,24.802016689847008,24.797305820848507,24.797773715645622,24.79682303121503,24.797794373046116,24.797241918454354
Jun Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.00502821922611929,-3.552713678800501e-15,-0.0047108689985044805,-0.004242974201389416,-0.0051936586319811795,-0.004222316800895243,-0.004774771392657584
Jun Average Relative Humidity Values,63.148122392211405,63.0894297635605,63.0528371023755,63.093486675928716,63.165340500549206,63.16505344380269,63.16808224331522,63.16477075373393,63.16378680074047
Jun Average Relative Humidity Absolute Errors,0,-0.058692628650902634,-0.0952852898359069,-0.05463571628268937,0.017218108337800686,0.016931051591285495,0.019959851103813264,0.016648361522527466,0.015664408529062257
Jun Average Dew Point Temperature Values,16.450625869262865,16.450625869262865,16.450965605500667,16.450939323486267,N/A,16.45113894060777,16.45106493807154,16.451133190565688,16.48310026235111
Jun Average Dew Point Temperature Absolute Errors,0,0.0,0.00033973623780170215,0.00031345422340223195,nan,0.0005130713449048585,0.00043906880867439213,0.0005073213028232715,0.0324743930882434
Jun Average Wind Speed Values,3.8533379694019474,3.8533379694019474,3.856447322267064,3.8533379694019305,3.8520993963601673,3.8528373080793252,3.8527141933865794,3.8528265022578543,3.737060789603768
Jun Average Wind Speed Absolute Errors,0,0.0,0.003109352865116488,-1.687538997430238e-14,-0.0012385730417801,-0.0005006613226221646,-0.000623776015368005,-0.000511467144093114,-0.1162771797981792
Jun Average Wind Direction Values,254.62447844228095,254.62447844228095,254.58744270036925,239.08205841446454,254.65449759527567,254.64321340741114,254.64969903924057,253.89023966655088,255.7137451533146
Jun Average Wind Direction Absolute Errors,0,0.0,-0.03703574191169423,-15.542420027816405,0.030019152994725573,0.018734965130192904,0.025220596959627528,-0.7342387757300628,1.0892667110336447
Jun Average Station Pressure Values,979.3484005563282,979.3484005563282,976.7860000000115,979.3484005563282,979.3512516232792,979.346323843423,979.3457600223793,979.346344216742,977.509999999956
Jun Average Station Pressure Absolute Errors,0,0.0,-2.5624005563166747,0.0,0.00285106695093873,-0.002076712905250133,-0.002640533948920165,-0.002056339586260947,-1.8384005563722212
Jun Average Total Cloud Cover Values,4.831710709318498,0.0,4.833171273788029,N/A,4.833051371901159,4.833652455060794,4.833195875294209,4.832928100034734,4.833234467139252
Jun Average Total Cloud Cover Absolute Errors,0,-4.831710709318498,0.0014605644695304676,nan,0.0013406625826606344,0.0019417457422958861,0.0014851659757102453,0.0012173907162358333,0.0015237578207534241
Jun Average Opaque Cloud Cover Values,3.8831710709318497,0.0,N/A,N/A,3.880977851535608,3.881756388530855,3.880770826098699,3.8812087530392496,N/A
Jun Average Opaque Cloud Cover Absolute Errors,0,-3.8831710709318497,nan,nan,-0.00219321939624173,-0.0014146824009948489,-0.002400244833150822,-0.0019623178926000406,nan
Jun Average Total Horizontal Radiation Values,280.8623087621697,278.519471488178,275.5985337769138,280.70705645368565,279.3490565547682,280.2971423564472,281.501101469112,278.9075249394836,279.77104394413345
Jun Average Total Horizontal Radiation Absolute Errors,0,-2.3428372739916767,-5.26377498525585,-0.15525230848402316,-1.5132522074014787,-0.5651664057224934,0.6387927069422972,-1.9547838226860677,-1.0912648180362226
Jun Average Diffuse Horizontal Radiation Values,122.51738525730181,120.74478442280946,86.88866729823573,122.5013647129763,121.85026581491367,122.35474772156566,122.3298675076197,121.85046891281695,122.30587326273807
Jun Average Diffuse Horizontal Radiation Absolute Errors,0,-1.7726008344923514,-35.62871795906608,-0.016020544325513697,-0.6671194423881417,-0.16263753573615247,-0.1875177496821152,-0.6669163444848607,-0.21151199456373604
Jun Average Humidity Ratio Values,N/A,0.012672236439499305,0.012702509695791201,0.01260613769958272,N/A,0.012623906298192782,0.012626380938589976,0.012626598366224928,0.012801370912099317
Jun Average Wet Bulb Temperature Values,N/A,19.324617524339356,19.32125492151698,19.28234213873437,19.729153785627012,19.341955976628643,19.35012910263078,19.34969997004776,19.329362564370584
Jun Average Sky Temperature Values,N/A,10.517802503477053,15.571764062130818,15.08101168289293,14.764372674669607,15.064597227541098,14.753392639894146,15.082974410346258,15.960816790076805
Jun Average Horizontal Beam Radiation Values,N/A,157.77468706536857,188.70985954573803,158.2056917407094,157.501555360325,N/A,159.17123396149228,157.0570560266666,157.46517068139568
Jun Average South 90 Total Radiation Values,N/A,64.89758692628651,63.55468860813993,65.30859228011127,63.981139437302886,64.46865068628514,64.6378289334055,65.4010471521883,64.91641621644582
Jun Average South 90 Beam Radiation Values,N/A,16.44182197496523,20.1103547615155,16.581246001250346,16.56068804939807,16.814289601347607,16.845341004432104,17.467162441169513,16.60595743690234
Jun Average South 90 Diffuse Radiation Values,N/A,48.45576773296245,43.444332212807296,48.727346278860914,47.42136822030422,47.65436109108963,47.792487928973394,47.93388471101869,48.3104587795434
Jun Average East 90 Total Radiation Values,N/A,132.12943393602225,88.60874754132507,123.46959334534087,122.78723343907949,120.03338658685604,122.91986517936984,123.02892178495551,123.69807005915118
Jun Average East 90 Beam Radiation Values,N/A,68.04230180806677,45.164415974201845,62.09192041827263,62.021463375682,62.143889690591486,62.24788237949539,62.02497083543132,62.13671325367917
Jun Average East 90 Diffuse Radiation Values,N/A,64.08713490959666,43.444332212807296,61.377672927068176,60.76735394032939,57.8894969216545,60.67198279987444,61.00395094952419,61.56135680547191
Jun Average North 90 Total Radiation Values,N/A,58.42577468706536,65.7996050104182,58.41637993282333,57.68004863460026,55.95910301541223,57.3617636144546,57.521151980205296,58.83466330395043
Jun Average North 90 Beam Radiation Values,N/A,11.769286509040334,22.35526832569559,11.740853279610574,11.918939761044614,11.723542712809024,11.558824528890925,11.436783181664705,12.135020231120137
Jun Average North 90 Diffuse Radiation Values,N/A,46.65647705146036,43.444332212807296,46.675526653212735,45.76310948703101,44.2355602942213,45.80293908556368,46.0843687985407,46.699643072830256
Jun Average West 90 Total Radiation Values,N/A,107.62468011126565,149.51550268370636,115.40568464116832,114.89012986341825,111.91744131896257,115.50180725953176,115.69014462940704,116.23607883938595
Jun Average West 90 Beam Radiation Values,N/A,46.86207371349096,106.07116880544545,53.55705506974964,53.920220707797355,54.12512864717148,54.35150162885103,54.26001439951793,54.24151372043103
Jun Average West 90 Diffuse Radiation Values,N/A,60.762613351877604,43.444332212807296,61.8486295714186,60.97121484810643,57.79231267445599,61.150305630680705,61.43013022988886,61.99456511895493
Jun Average 45 East 90 Total Radiation Values,N/A,107.46623922114047,82.16949375746617,103.60739419388042,102.50633573111082,101.49912368865135,103.22155580381865,103.52119094365376,103.39931255353797
Jun Average 45 East 90 Beam Radiation Values,N/A,49.24238942976357,38.72515931965901,46.64998701123782,46.545889281016805,46.844654682460984,47.048622902573015,47.1687508030966,46.60468628565964
Jun Average 45 East 90 Diffuse Radiation Values,N/A,58.223853963838664,43.444332212807296,56.95740718264254,55.96214115270034,54.65446909520414,56.17293290124563,56.35244014055712,56.794626267878144
Jun Average 45 West 90 Total Radiation Values,N/A,94.46788873435327,112.56798215168762,98.18482539763565,96.92139283600707,95.62213938495519,97.66644449877664,98.16387546600518,97.98011144229524
Jun Average 45 West 90 Beam Radiation Values,N/A,37.537460361613356,69.12364530154419,40.772056569694044,40.72416442142432,41.00893780514378,41.17883289411795,41.46056654932995,40.864726619402184
Jun Average 45 West 90 Radiation Values,N/A,56.93043671766342,43.444332212807296,57.412768827941605,56.19913173551868,54.61320160319637,56.487611604658696,56.7033089166752,57.11538482289319
Jun Average East 30 Total Radiation Values,N/A,263.6858650904033,228.4639126323096,260.01749728831714,258.65049530807954,258.34818161017245,260.03836280997814,258.32704973469464,259.25259333391307
Jun Average East 30 Beam Radiation Values,N/A,146.97665924895688,147.39567463917226,143.96381148899863,143.34610101340152,143.56668648811268,144.48132671884338,142.89546362319663,143.23685839929598
Jun Average East 30 Diffuse Radiation Values,N/A,116.70920862308762,81.06823707876082,116.05368579931849,115.30633906521675,114.78149504372259,115.5570360911348,115.43158611149791,116.01573493461748
Jun Average South 30 Total Radiation Values,N/A,252.22501112656468,246.75364384775597,255.96546705799685,254.61792348560743,255.66867756266075,256.64316705956907,255.22600393854452,255.2839394443018
Jun Average South 30 Beam Radiation Values,N/A,137.13362865090403,165.68540786856462,139.64644558423157,139.30762207244652,139.76581364760216,140.79792020247245,139.59860448663915,139.1775789968793
Jun Average South 30 Diffuse Radiation Values,N/A,115.09137969401945,81.06823707876082,116.31902147376563,115.31274653961471,115.90286433669962,115.84524685709661,115.6273994519053,116.10636044742269
Jun Average West 30 Total Radiation Values,N/A,242.51259944367177,275.4031158744279,252.40963261738537,251.26316138905472,250.59035971943973,252.87306342598328,251.3755306286687,252.1230878261951
Jun Average West 30 Beam Radiation Values,N/A,128.41222531293462,194.33487716219358,135.8854873653824,135.65003289095304,135.88432021184198,136.8373975488324,135.47634567609492,135.66268225249536
Jun Average West 30 Diffuse Radiation Values,N/A,114.1003936022253,81.06823707876082,116.5241452520028,115.61589294853307,114.70603994435115,116.03566587715088,115.89918495257353,116.46040557370016
Jul Average Dry Bulb Temperature Values,26.06810228802153,26.06810228802153,26.063476945825922,26.068102288021528,26.06357714068147,26.064262449120275,26.06322906164818,26.06423949579839,26.064243159277343
Jul Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.004625342195609505,-3.552713678800501e-15,-0.004525147340061153,-0.0038398389012570533,-0.004873226373351969,-0.0038627922231420087,-0.003859128744188922
Jul Average Relative Humidity Values,71.44683714670256,71.45726783310901,71.43615603575753,71.45916964490809,71.47080641304989,71.46582025095195,71.47231712781452,71.46668067226891,71.46744654592422
Jul Average Relative Humidity Absolute Errors,0,0.010430686406451173,-0.010681110945029104,0.012332498205523734,0.023969266347322105,0.01898310424938643,0.025479981111956818,0.019843525566344056,0.020609399221655167
Jul Average Dew Point Temperature Values,19.84771197846568,19.84771197846568,19.847937007662374,19.847928273023392,N/A,19.848175613018643,19.848207451178073,19.848167563953776,19.858675900587727
Jul Average Dew Point Temperature Absolute Errors,0,0.0,0.00022502919669520338,0.00021629455771332573,nan,0.0004636345529647201,0.0004954727123944735,0.000455585488097654,0.01096392212204833
Jul Average Wind Speed Values,3.2408479138627198,3.2408479138627198,3.252701261728775,3.2408479138626984,3.2400139611945318,3.2421616459969713,3.240702363615996,3.240705882353041,3.1299262458051826
Jul Average Wind Speed Absolute Errors,0,0.0,0.011853347866055408,-2.1316282072803006e-14,-0.0008339526681879761,0.0013137321342515662,-0.0001455502467235803,-0.00014203150967873057,-0.11092166805753712
Jul Average Wind Direction Values,191.04979811574697,191.04979811574697,191.02433122731756,182.61944818304173,191.0719889668807,191.16332842594434,191.06661439079934,191.72941176470587,198.31845874665692
Jul Average Wind Direction Absolute Errors,0,0.0,-0.025466888429406254,-8.43034993270524,0.022190851133728984,0.11353031019737614,0.016816275052377705,0.679613648958906,7.268660630909949
Jul Average Station Pressure Values,982.1312247644684,982.1312247644684,976.7859999999658,982.1312247644684,982.1365448059846,982.130987394958,982.130906706247,982.1310924369748,977.5099999999481
Jul Average Station Pressure Absolute Errors,0,0.0,-5.345224764502518,0.0,0.005320041516256424,-0.00023736951038699772,-0.0003180582214099559,-0.00013232749358849105,-4.621224764520207
Jul Average Total Cloud Cover Values,5.399730820995963,0.0,5.396827530582065,N/A,5.399470673263844,5.399163391660242,5.399340950673984,5.399075630252101,5.399149241835219
Jul Average Total Cloud Cover Absolute Errors,0,-5.399730820995963,-0.0029032904138972526,nan,-0.0002601477321189094,-0.0005674293357209592,-0.0003898703219791244,-0.0006551907438616666,-0.0005815791607437504
Jul Average Opaque Cloud Cover Values,4.363391655450875,0.0,N/A,N/A,4.3620218678058436,4.363807896986729,4.36180734475934,4.362268907563025,N/A
Jul Average Opaque Cloud Cover Absolute Errors,0,-4.363391655450875,nan,nan,-0.0013697876450313728,0.0004162415358539562,-0.0015843106915349736,-0.0011227478878499397,nan
Jul Average Total Horizontal Radiation Values,263.12382234185736,261.45625841184386,259.0738850914508,262.9927562467027,261.4750007243551,262.54939785578546,263.2880812894353,261.2554455017846,261.93390625202454
Jul Average Total Horizontal Radiation Absolute Errors,0,-1.6675639300135003,-4.049937250406572,-0.13106609515466516,-1.6488216175022785,-0.574424486071905,0.16425894757793458,-1.8683768400727558,-1.1899160898328205
Jul Average Diffuse Horizontal Radiation Values,120.54374158815612,119.27254374158815,87.30975116686352,120.53561730232839,119.93078853484901,120.39290362796739,120.36387114355514,119.98176470588236,120.33712179017166
Jul Average Diffuse Horizontal Radiation Absolute Errors,0,-1.271197846567972,-33.2339904212926,-0.008124285827733502,-0.612953053307109,-0.1508379601887384,-0.17987044460097934,-0.5619768822737683,-0.20661979798445884
Jul Average Humidity Ratio Values,N/A,0.015169833109017497,0.015246853394273488,0.015089798916554488,N/A,0.015096660984226134,0.015099279631560322,0.015099291914124678,0.015349203763204401
Jul Average Wet Bulb Temperature Values,N/A,21.664737550471063,21.65969680736669,21.62888425128536,21.96234739723907,21.670882219587053,21.678074222143874,21.677576332192288,21.659666285851724
Jul Average Sky Temperature Values,N/A,14.050942126514132,19.176357807501066,17.637031426648726,18.38556695614014,17.623281752642463,18.381905116096867,17.639678844470485,18.514123371597382
Jul Average Horizontal Beam Radiation Values,N/A,142.1837146702557,171.76413245882577,142.45713894437407,141.54694132071523,N/A,142.92421014588015,141.27368079590238,141.59678446185245
Jul Average South 90 Total Radiation Values,N/A,67.63395289367429,65.84764109900529,68.96614132563928,66.65260732002824,66.40988567765457,66.4366260429633,67.38211383810118,67.25047521108809
Jul Average South 90 Beam Radiation Values,N/A,17.303298788694484,22.192770907326523,18.418019295631236,17.921329436760892,17.71798768799032,17.59063154237727,18.394761362711016,17.7866654172032
Jul Average South 90 Diffuse Radiation Values,N/A,50.330650067294755,43.65486955713125,50.54812203000806,48.732877783890274,48.69189793238557,48.845994500586016,48.98735247539018,49.46380979388495
Jul Average East 90 Total Radiation Values,N/A,127.7215531628533,88.65635469565916,121.5824495176985,119.97096095092247,116.72743545035752,119.72383700664217,120.34117505733765,120.74787165006371
Jul Average East 90 Beam Radiation Values,N/A,65.25700403768506,45.00148249219088,60.27150843434183,59.84767631775494,59.83537013488053,59.847940339736596,59.92351158780032,59.83987574672216
Jul Average East 90 Diffuse Radiation Values,N/A,62.46456393001346,43.65486955713125,61.31094108335659,60.12493815871594,56.892065039352836,59.875896666905575,60.4176634695372,60.907995903341366
Jul Average North 90 Total Radiation Values,N/A,55.69263257065949,60.454554556472424,54.82519279401075,53.86340207885286,52.50353002608007,53.78073574554558,53.97680375571304,54.9608225611315
Jul Average North 90 Beam Radiation Values,N/A,9.799829071332436,16.79968573911788,8.869862596446849,9.225572010499146,9.183584994550984,9.055448263566644,8.969683301336154,9.446837208284407
Jul Average North 90 Diffuse Radiation Values,N/A,45.89279946164199,43.65486955713125,45.95533019756392,44.63925502007683,43.319945026040706,44.72528748197894,45.00712045437706,45.513985352846994
Jul Average West 90 Total Radiation Values,N/A,102.26115208613729,139.69682070916662,110.38525149670254,108.53097907756701,105.86565666806736,108.55529330212849,108.94781892874511,109.71468112595959
Jul Average West 90 Beam Radiation Values,N/A,42.58857873485868,96.041948680843,49.240223285733514,48.83940223695297,48.99290656845629,48.89218686070136,48.97195881773283,49.093938431664036
Jul Average West 90 Diffuse Radiation Values,N/A,59.672572005383586,43.65486955713125,61.14502821096901,59.693203563379306,56.87274998917737,59.66310644142713,59.97586011101218,60.62074269429572
Jul Average 45 East 90 Total Radiation Values,N/A,105.83635531628535,83.8107369356909,104.47354394502023,102.48951239390738,100.71556631280134,102.3921181192934,103.2386645225382,103.13258062417086
Jul Average 45 East 90 Beam Radiation Values,N/A,47.55074966352625,40.155867717711395,46.57800070658142,46.08384063846584,46.0263011697928,46.04846008801707,46.550970476144734,45.96830734339207
Jul Average 45 East 90 Diffuse Radiation Values,N/A,58.28560161507402,43.65486955713125,57.89554323843873,56.40715072895366,54.68926508272708,56.34365803127633,56.68769404639355,57.16427328077881
Jul Average 45 West 90 Total Radiation Values,N/A,93.38352893674293,110.05527928021158,97.73419525444156,95.36702100954912,93.77598161675787,95.27913674159589,95.87862179653277,96.18645646048849
Jul Average 45 West 90 Beam Radiation Values,N/A,36.02177254374159,66.4004066261723,39.68860119911173,39.042812785447126,39.043018523384546,38.91622406270979,39.301730036543226,39.06764808027751
Jul Average 45 West 90 Radiation Values,N/A,57.361753701211306,43.65486955713125,58.04559405532972,56.325955932055635,54.73296308289493,56.3629126788861,56.57689175998929,57.118808380210865
Jul Average East 30 Total Radiation Values,N/A,248.5982261103634,217.1384463363091,245.73057681009394,244.0956119388053,243.56302634684832,245.1574348880169,244.12638675627448,244.715283661353
Jul Average East 30 Beam Radiation Values,N/A,133.64153835800806,135.6773389687265,131.16949287541047,130.47527514394332,130.77963477274864,131.37505461537526,130.2613146077853,130.394503408147
Jul Average East 30 Diffuse Radiation Values,N/A,114.95670390309557,81.46110356693107,114.56108393468367,113.62243366496607,112.78339182569574,113.78238027264163,113.86507214848909,114.32078025320573
Jul Average South 30 Total Radiation Values,N/A,240.1212584118439,235.2924210152575,244.25506205572,242.01271840622306,242.6658518506912,243.18992150622378,242.36627491901422,242.5308204963895
Jul Average South 30 Beam Radiation Values,N/A,124.994200538358,153.8313109974823,128.38070995790042,127.40853957258115,127.71236894081989,128.2591803702827,127.5420937740587,127.24232259216855
Jul Average South 30 Diffuse Radiation Values,N/A,115.12709825033649,81.46110356693107,115.87435209781964,114.60694830937874,114.95348311089793,114.9307411359411,114.82418114495604,115.28849790422092
Jul Average West 30 Total Radiation Values,N/A,227.11382907133245,256.2380638680471,235.73893947563914,234.05835545711014,233.73180573856254,235.16801407865316,234.14459124707997,234.89300408835416
Jul Average West 30 Beam Radiation Values,N/A,114.45529609690445,174.77695950131425,121.19224321921264,120.61908475287184,120.95649830824186,121.40401447391868,120.48840692719989,120.70937978390333
Jul Average West 30 Diffuse Radiation Values,N/A,112.65853028263795,81.46110356693107,114.54669625642656,113.44140839317161,112.7753071505495,113.76399960473451,113.6561843198802,114.18362430445094
Aug Average Dry Bulb Temperature Values,26.54966352624495,26.54966352624495,26.547764484473877,26.54966352624494,26.548350965781047,26.548034652581737,26.54794513834434,26.548050420168174,26.548742719987143
Aug Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.0018990417710718077,-7.105427357601002e-15,-0.001312560463901491,-0.0016288736632112943,-0.0017183879006097413,-0.001613106076774784,-0.000920806257806106
Aug Average Relative Humidity Values,72.80080753701212,72.76870794078062,72.730614544966,72.77197914044554,72.8030342963987,72.80230903240813,72.80340306560622,72.8027731092437,72.79963025120085
Aug Average Relative Humidity Absolute Errors,0,-0.032099596231503824,-0.07019299204611684,-0.028828396566581205,0.0022267593865876734,0.001501495396013297,0.0025955285940995054,0.0019655722315832236,-0.0011772858112664153
